,Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
1675,EMP1676,44,Non-binary,Data Scientist,Consulting,24,Hybrid,52,2,2,Low,Depression/Anxiety/Burnout,Yes,No Change,4,Satisfied,4,Weekly,Average,Oceania
1676,EMP1677,45,Male,Sales,Healthcare,25,Onsite,42,14,4,Medium,Depression/Anxiety/Burnout,No,Decrease,1,Unsatisfied,4,No Physical Activity,Average,Africa
1677,EMP1678,41,Non-binary,Software Engineer,Manufacturing,14,Onsite,23,15,1,High,Depression/Anxiety/Burnout,Yes,No Change,2,Unsatisfied,4,Daily,Average,Asia
1678,EMP1679,45,Male,Project Manager,Education,11,Onsite,26,12,5,Medium,Depression/Anxiety/Burnout,No,Increase,4,Unsatisfied,2,Weekly,Good,Oceania
1679,EMP1680,43,Female,Designer,Consulting,27,Hybrid,44,15,1,High,No mental health conditions,Yes,Decrease,1,Satisfied,5,No Physical Activity,Poor,Asia
1680,EMP1681,37,Prefer not to say,Sales,Healthcare,28,Onsite,44,7,4,High,Depression/Anxiety/Burnout,No,No Change,2,Satisfied,4,No Physical Activity,Poor,Europe
1681,EMP1682,35,Non-binary,Project Manager,Manufacturing,7,Onsite,56,11,5,Low,No mental health conditions,Yes,Decrease,2,Unsatisfied,1,Weekly,Average,South America
1682,EMP1683,37,Non-binary,Sales,Finance,11,Hybrid,21,3,2,Low,Depression/Anxiety/Burnout,Yes,No Change,5,Neutral,3,Daily,Average,Europe
1683,EMP1684,52,Non-binary,Software Engineer,Healthcare,7,Hybrid,29,4,5,Low,Depression/Anxiety/Burnout,No,Decrease,4,Satisfied,4,Weekly,Good,Oceania
1684,EMP1685,47,Male,Software Engineer,Retail,33,Onsite,23,9,3,High,Depression/Anxiety/Burnout,Yes,Decrease,1,Neutral,1,Daily,Poor,Asia
1685,EMP1686,44,Prefer not to say,Software Engineer,Healthcare,24,Remote,34,4,5,Medium,Depression/Anxiety/Burnout,Yes,Decrease,5,Satisfied,4,Daily,Good,Africa
1686,EMP1687,43,Female,Sales,Healthcare,24,Onsite,55,7,1,High,No mental health conditions,No,Decrease,4,Unsatisfied,2,Weekly,Average,Asia
1687,EMP1688,41,Female,Sales,Education,26,Onsite,51,12,2,Medium,Depression/Anxiety/Burnout,No,Decrease,5,Satisfied,1,Daily,Average,Asia
1688,EMP1689,60,Prefer not to say,Software Engineer,Manufacturing,8,Hybrid,53,10,3,High,Depression/Anxiety/Burnout,No,No Change,3,Neutral,2,Weekly,Good,Africa
1689,EMP1690,51,Prefer not to say,Sales,Manufacturing,14,Remote,53,7,5,Medium,Depression/Anxiety/Burnout,No,Decrease,1,Unsatisfied,4,Daily,Poor,Asia
1690,EMP1691,35,Female,Software Engineer,IT,10,Hybrid,44,0,4,Medium,No mental health conditions,No,Decrease,5,Neutral,1,Daily,Poor,Oceania
1691,EMP1692,53,Non-binary,Marketing,Retail,27,Hybrid,33,5,3,Medium,Depression/Anxiety/Burnout,No,No Change,5,Satisfied,5,Daily,Good,Africa
1692,EMP1693,50,Prefer not to say,Software Engineer,IT,32,Remote,34,4,5,Medium,Depression/Anxiety/Burnout,Yes,Increase,3,Neutral,2,No Physical Activity,Poor,Asia
1693,EMP1694,23,Female,Sales,Manufacturing,8,Onsite,38,15,5,Low,No mental health conditions,No,Increase,5,Unsatisfied,1,No Physical Activity,Good,North America
1694,EMP1695,36,Female,Project Manager,Retail,12,Onsite,29,5,1,Low,Depression/Anxiety/Burnout,Yes,Decrease,3,Neutral,2,No Physical Activity,Poor,Europe
1695,EMP1696,57,Prefer not to say,Project Manager,IT,13,Remote,38,13,1,High,Depression/Anxiety/Burnout,No,Decrease,4,Neutral,2,Weekly,Average,Europe
1696,EMP1697,57,Female,Designer,Healthcare,23,Onsite,41,0,4,High,No mental health conditions,Yes,Increase,4,Neutral,5,Daily,Average,Asia
1697,EMP1698,31,Prefer not to say,Sales,Retail,10,Remote,33,4,3,High,Depression/Anxiety/Burnout,No,No Change,3,Satisfied,1,Weekly,Poor,Oceania
1698,EMP1699,43,Non-binary,Sales,Finance,13,Onsite,44,11,4,Low,Depression/Anxiety/Burnout,No,Decrease,2,Satisfied,3,No Physical Activity,Good,Europe
1699,EMP1700,41,Non-binary,Project Manager,Healthcare,13,Remote,38,1,5,Low,Depression/Anxiety/Burnout,Yes,Increase,5,Neutral,5,Weekly,Average,Oceania
1700,EMP1701,24,Male,Data Scientist,Retail,23,Onsite,43,1,3,Medium,No mental health conditions,No,No Change,4,Satisfied,5,Weekly,Poor,Asia
1701,EMP1702,50,Female,HR,Manufacturing,12,Remote,41,15,2,Low,Depression/Anxiety/Burnout,No,Decrease,1,Satisfied,3,Weekly,Poor,Asia
1702,EMP1703,46,Male,Software Engineer,Healthcare,28,Remote,50,2,4,Low,No mental health conditions,Yes,No Change,3,Unsatisfied,4,Daily,Poor,Africa
1703,EMP1704,56,Non-binary,Project Manager,Manufacturing,3,Remote,47,15,2,High,Depression/Anxiety/Burnout,No,Increase,1,Unsatisfied,4,No Physical Activity,Good,Asia
1704,EMP1705,34,Prefer not to say,Software Engineer,Manufacturing,6,Hybrid,36,15,3,High,Depression/Anxiety/Burnout,No,No Change,5,Neutral,4,Weekly,Good,Europe
1705,EMP1706,47,Non-binary,Data Scientist,Retail,33,Remote,41,8,3,High,Depression/Anxiety/Burnout,Yes,Decrease,5,Neutral,5,Weekly,Average,Asia
1706,EMP1707,27,Female,Marketing,IT,1,Hybrid,52,7,4,High,Depression/Anxiety/Burnout,Yes,Decrease,4,Satisfied,2,Weekly,Poor,Oceania
1707,EMP1708,51,Non-binary,Software Engineer,Consulting,32,Hybrid,32,4,1,Medium,Depression/Anxiety/Burnout,Yes,Decrease,5,Satisfied,5,Weekly,Poor,Africa
1708,EMP1709,27,Prefer not to say,Software Engineer,IT,3,Remote,40,6,5,High,No mental health conditions,Yes,No Change,4,Neutral,5,No Physical Activity,Good,North America
1709,EMP1710,45,Prefer not to say,Sales,Healthcare,18,Remote,23,14,1,Medium,Depression/Anxiety/Burnout,No,Decrease,2,Neutral,4,Daily,Good,Europe
1710,EMP1711,54,Female,HR,Healthcare,31,Onsite,50,6,2,Low,Depression/Anxiety/Burnout,No,Increase,5,Satisfied,3,Weekly,Good,Europe
1711,EMP1712,45,Male,Software Engineer,Consulting,28,Remote,30,13,5,High,No mental health conditions,No,No Change,4,Neutral,4,Daily,Good,South America
1712,EMP1713,38,Female,Project Manager,Manufacturing,10,Hybrid,25,0,3,Low,No mental health conditions,No,Decrease,3,Unsatisfied,4,Weekly,Poor,Asia
1713,EMP1714,33,Female,Software Engineer,Healthcare,13,Onsite,59,4,1,Medium,Depression/Anxiety/Burnout,Yes,Decrease,4,Unsatisfied,3,Weekly,Average,Africa
1714,EMP1715,34,Female,Data Scientist,Healthcare,3,Hybrid,45,5,4,High,Depression/Anxiety/Burnout,Yes,Decrease,3,Neutral,4,Daily,Good,South America
1715,EMP1716,40,Prefer not to say,Designer,Manufacturing,28,Onsite,36,0,4,Low,Depression/Anxiety/Burnout,Yes,Increase,2,Neutral,2,No Physical Activity,Poor,Asia
1716,EMP1717,54,Female,Data Scientist,Healthcare,25,Onsite,36,3,1,High,Depression/Anxiety/Burnout,No,Increase,2,Satisfied,1,No Physical Activity,Good,South America
1717,EMP1718,53,Non-binary,Designer,Healthcare,4,Remote,49,3,1,High,Depression/Anxiety/Burnout,Yes,Increase,5,Neutral,1,Weekly,Average,North America
1718,EMP1719,56,Male,Designer,Healthcare,30,Hybrid,60,10,5,Low,Depression/Anxiety/Burnout,No,No Change,4,Neutral,3,No Physical Activity,Average,Africa
1719,EMP1720,47,Male,HR,IT,31,Remote,32,14,2,Low,Depression/Anxiety/Burnout,No,Increase,3,Unsatisfied,3,Weekly,Poor,North America
1720,EMP1721,39,Non-binary,Data Scientist,Finance,12,Onsite,39,6,4,High,Depression/Anxiety/Burnout,Yes,Increase,4,Satisfied,2,No Physical Activity,Poor,South America
1721,EMP1722,31,Female,HR,Finance,33,Hybrid,35,3,4,Low,No mental health conditions,Yes,No Change,2,Neutral,5,Daily,Poor,Africa
1722,EMP1723,22,Female,Sales,Finance,11,Remote,42,8,3,Medium,Depression/Anxiety/Burnout,No,Increase,4,Satisfied,1,No Physical Activity,Good,North America
1723,EMP1724,42,Male,Designer,Consulting,34,Hybrid,21,13,3,High,Depression/Anxiety/Burnout,No,Increase,5,Satisfied,4,Weekly,Average,North America
1724,EMP1725,55,Prefer not to say,Software Engineer,Retail,16,Onsite,36,10,5,Medium,Depression/Anxiety/Burnout,No,Decrease,5,Neutral,4,No Physical Activity,Poor,Asia
1725,EMP1726,32,Prefer not to say,Project Manager,IT,32,Hybrid,38,12,3,High,Depression/Anxiety/Burnout,No,Decrease,2,Satisfied,4,Daily,Average,Europe
1726,EMP1727,34,Prefer not to say,Data Scientist,Consulting,31,Remote,42,7,3,High,Depression/Anxiety/Burnout,No,No Change,2,Satisfied,1,No Physical Activity,Average,Europe
1727,EMP1728,29,Male,Project Manager,Healthcare,5,Hybrid,53,1,4,Medium,Depression/Anxiety/Burnout,No,Decrease,4,Satisfied,3,No Physical Activity,Poor,North America
1728,EMP1729,59,Non-binary,Software Engineer,IT,26,Remote,56,13,3,High,Depression/Anxiety/Burnout,No,Decrease,2,Satisfied,2,Weekly,Poor,Europe
1729,EMP1730,48,Prefer not to say,Project Manager,Education,9,Hybrid,28,3,1,High,No mental health conditions,No,Decrease,3,Unsatisfied,5,Daily,Good,Africa
1730,EMP1731,45,Male,Software Engineer,Healthcare,24,Remote,34,13,5,High,Depression/Anxiety/Burnout,Yes,Increase,5,Unsatisfied,1,No Physical Activity,Poor,Europe
1731,EMP1732,38,Female,Software Engineer,Manufacturing,18,Hybrid,24,12,4,Low,Depression/Anxiety/Burnout,No,No Change,4,Unsatisfied,5,Daily,Poor,Asia
1732,EMP1733,55,Non-binary,Sales,Finance,12,Hybrid,54,3,5,Medium,No mental health conditions,No,Decrease,1,Satisfied,1,Weekly,Average,Africa
1733,EMP1734,24,Male,Software Engineer,Retail,26,Onsite,35,10,1,High,Depression/Anxiety/Burnout,No,Increase,5,Neutral,2,Weekly,Average,North America
1734,EMP1735,29,Male,Designer,Education,4,Onsite,44,7,2,Low,Depression/Anxiety/Burnout,Yes,Decrease,5,Neutral,5,Weekly,Average,South America
1735,EMP1736,42,Prefer not to say,Designer,Finance,1,Hybrid,31,10,3,Low,Depression/Anxiety/Burnout,Yes,Increase,4,Satisfied,4,No Physical Activity,Poor,Europe
1736,EMP1737,23,Prefer not to say,HR,Finance,7,Remote,54,14,3,Low,Depression/Anxiety/Burnout,Yes,Increase,5,Satisfied,1,Daily,Poor,Africa
1737,EMP1738,48,Male,HR,Finance,23,Onsite,25,8,5,Low,No mental health conditions,Yes,Increase,5,Unsatisfied,5,No Physical Activity,Average,North America
1738,EMP1739,31,Non-binary,Marketing,Healthcare,18,Remote,54,0,3,Medium,Depression/Anxiety/Burnout,No,Increase,3,Unsatisfied,2,No Physical Activity,Good,Oceania
1739,EMP1740,33,Non-binary,Project Manager,Education,17,Remote,33,9,4,High,Depression/Anxiety/Burnout,Yes,Increase,2,Neutral,5,No Physical Activity,Poor,Africa
1740,EMP1741,53,Prefer not to say,HR,IT,23,Onsite,42,6,3,High,No mental health conditions,Yes,No Change,2,Neutral,4,Weekly,Good,Oceania
1741,EMP1742,52,Male,Project Manager,Healthcare,23,Hybrid,28,13,3,Low,No mental health conditions,No,Increase,1,Unsatisfied,1,Daily,Average,Asia
1742,EMP1743,26,Non-binary,Designer,Retail,26,Onsite,46,10,4,Medium,No mental health conditions,Yes,No Change,4,Unsatisfied,2,Daily,Good,North America
1743,EMP1744,25,Non-binary,Marketing,Finance,22,Onsite,29,0,3,Low,Depression/Anxiety/Burnout,Yes,Decrease,4,Unsatisfied,2,No Physical Activity,Poor,Asia
1744,EMP1745,59,Prefer not to say,Sales,Manufacturing,33,Hybrid,59,7,2,Medium,No mental health conditions,Yes,Increase,2,Unsatisfied,4,Weekly,Poor,South America
1745,EMP1746,45,Female,Software Engineer,Consulting,24,Hybrid,28,2,1,High,Depression/Anxiety/Burnout,No,Decrease,5,Unsatisfied,2,Daily,Good,North America
1746,EMP1747,24,Non-binary,Designer,Retail,23,Hybrid,32,9,5,Low,Depression/Anxiety/Burnout,No,No Change,2,Unsatisfied,5,No Physical Activity,Average,Africa
1747,EMP1748,26,Non-binary,Sales,Manufacturing,4,Hybrid,56,7,5,Low,No mental health conditions,Yes,No Change,2,Satisfied,1,No Physical Activity,Poor,Asia
1748,EMP1749,36,Male,HR,Finance,15,Remote,45,1,4,Low,Depression/Anxiety/Burnout,No,Increase,4,Neutral,5,Weekly,Poor,North America
1749,EMP1750,38,Prefer not to say,Sales,IT,18,Hybrid,23,3,2,High,Depression/Anxiety/Burnout,Yes,Increase,1,Neutral,3,Weekly,Good,North America
1750,EMP1751,38,Male,Marketing,Retail,28,Hybrid,21,7,1,High,Depression/Anxiety/Burnout,No,Increase,5,Satisfied,3,No Physical Activity,Poor,Africa
1751,EMP1752,50,Non-binary,Project Manager,Education,16,Onsite,30,6,2,High,Depression/Anxiety/Burnout,No,Decrease,3,Satisfied,5,No Physical Activity,Poor,North America
1752,EMP1753,58,Non-binary,Software Engineer,Healthcare,6,Remote,30,12,5,Medium,Depression/Anxiety/Burnout,No,Decrease,2,Satisfied,3,Daily,Poor,Africa
1753,EMP1754,43,Male,Project Manager,Healthcare,30,Onsite,49,10,4,High,Depression/Anxiety/Burnout,Yes,No Change,4,Satisfied,2,Daily,Poor,Africa
1754,EMP1755,55,Female,Marketing,Consulting,3,Onsite,32,13,2,Medium,No mental health conditions,No,Increase,5,Unsatisfied,4,Weekly,Good,Africa
1755,EMP1756,24,Female,Project Manager,Retail,23,Onsite,25,15,2,High,Depression/Anxiety/Burnout,Yes,Increase,4,Neutral,1,Weekly,Average,North America
1756,EMP1757,57,Male,Marketing,Healthcare,9,Onsite,41,10,5,Medium,Depression/Anxiety/Burnout,Yes,Decrease,2,Satisfied,4,No Physical Activity,Average,South America
1757,EMP1758,36,Prefer not to say,Software Engineer,Consulting,9,Hybrid,28,0,3,Low,No mental health conditions,No,Increase,5,Satisfied,2,No Physical Activity,Good,North America
1758,EMP1759,34,Female,HR,Finance,27,Hybrid,30,8,4,High,Depression/Anxiety/Burnout,No,Increase,3,Neutral,5,Daily,Poor,South America
1759,EMP1760,24,Female,Marketing,Consulting,4,Remote,44,15,2,Medium,Depression/Anxiety/Burnout,No,Decrease,2,Unsatisfied,5,Weekly,Good,Oceania
1760,EMP1761,24,Female,Project Manager,Manufacturing,3,Hybrid,53,3,4,Low,Depression/Anxiety/Burnout,No,No Change,4,Satisfied,2,Weekly,Poor,Africa
1761,EMP1762,24,Prefer not to say,Project Manager,IT,21,Remote,60,6,2,Medium,Depression/Anxiety/Burnout,No,No Change,5,Neutral,5,Weekly,Average,Asia
1762,EMP1763,57,Non-binary,Sales,Education,3,Hybrid,22,7,5,High,Depression/Anxiety/Burnout,Yes,Increase,1,Satisfied,1,No Physical Activity,Good,Oceania
1763,EMP1764,39,Non-binary,HR,Finance,4,Remote,43,7,1,High,Depression/Anxiety/Burnout,Yes,Increase,3,Satisfied,3,Daily,Good,Oceania
1764,EMP1765,40,Female,Software Engineer,Healthcare,28,Onsite,60,9,4,Medium,Depression/Anxiety/Burnout,Yes,Decrease,4,Satisfied,3,Weekly,Average,South America
1765,EMP1766,37,Male,HR,Finance,27,Remote,36,15,1,High,No mental health conditions,No,Increase,3,Neutral,1,No Physical Activity,Good,South America
1766,EMP1767,23,Prefer not to say,Data Scientist,Finance,31,Hybrid,27,8,1,Low,Depression/Anxiety/Burnout,No,No Change,2,Satisfied,3,No Physical Activity,Good,Africa
1767,EMP1768,44,Non-binary,Marketing,IT,35,Onsite,59,5,3,Low,Depression/Anxiety/Burnout,No,No Change,3,Neutral,3,Daily,Poor,Oceania
1768,EMP1769,46,Male,Marketing,IT,22,Hybrid,41,12,3,Low,Depression/Anxiety/Burnout,No,Increase,2,Unsatisfied,5,No Physical Activity,Good,South America
1769,EMP1770,32,Male,Marketing,Retail,22,Hybrid,26,0,4,Medium,No mental health conditions,Yes,Increase,5,Satisfied,4,Weekly,Average,Oceania
1770,EMP1771,40,Prefer not to say,HR,Manufacturing,26,Hybrid,55,7,3,Medium,No mental health conditions,Yes,Decrease,1,Satisfied,1,Daily,Good,Europe
1771,EMP1772,24,Non-binary,Data Scientist,Education,29,Hybrid,40,0,4,High,Depression/Anxiety/Burnout,Yes,Decrease,5,Unsatisfied,4,Weekly,Average,Asia
1772,EMP1773,58,Female,Sales,IT,6,Remote,39,11,4,Medium,Depression/Anxiety/Burnout,Yes,Increase,4,Unsatisfied,1,No Physical Activity,Good,South America
1773,EMP1774,33,Male,Data Scientist,Retail,4,Hybrid,28,14,5,Medium,Depression/Anxiety/Burnout,Yes,Decrease,1,Unsatisfied,3,No Physical Activity,Average,Asia
1774,EMP1775,49,Non-binary,Marketing,Manufacturing,14,Remote,36,9,5,High,Depression/Anxiety/Burnout,No,No Change,5,Unsatisfied,2,Weekly,Poor,South America
1775,EMP1776,60,Prefer not to say,Designer,Manufacturing,21,Hybrid,24,4,5,Low,Depression/Anxiety/Burnout,No,No Change,5,Neutral,1,Weekly,Good,South America
1776,EMP1777,44,Male,Project Manager,Education,30,Onsite,35,10,5,High,Depression/Anxiety/Burnout,Yes,No Change,2,Satisfied,4,Daily,Poor,Oceania
1777,EMP1778,44,Male,Data Scientist,Education,6,Onsite,30,1,5,Low,Depression/Anxiety/Burnout,Yes,Decrease,2,Neutral,4,Weekly,Average,Europe
1778,EMP1779,52,Prefer not to say,Software Engineer,Finance,20,Onsite,23,10,3,Medium,Depression/Anxiety/Burnout,No,Increase,4,Satisfied,2,Weekly,Poor,Asia
1779,EMP1780,39,Female,Sales,Retail,32,Remote,48,6,3,Low,Depression/Anxiety/Burnout,Yes,Decrease,5,Neutral,1,Weekly,Poor,South America
1780,EMP1781,23,Male,HR,Consulting,30,Remote,28,11,1,Low,Depression/Anxiety/Burnout,Yes,No Change,4,Unsatisfied,5,No Physical Activity,Average,Oceania
1781,EMP1782,38,Non-binary,Software Engineer,Education,7,Onsite,38,13,1,Low,Depression/Anxiety/Burnout,Yes,Increase,3,Neutral,3,Daily,Good,Oceania
1782,EMP1783,44,Female,HR,Finance,3,Hybrid,42,2,4,High,No mental health conditions,No,Decrease,5,Unsatisfied,1,No Physical Activity,Poor,Asia
1783,EMP1784,36,Non-binary,HR,Education,35,Onsite,28,5,5,High,Depression/Anxiety/Burnout,Yes,No Change,3,Satisfied,1,Weekly,Poor,Europe
1784,EMP1785,28,Prefer not to say,Data Scientist,Finance,9,Remote,25,2,3,High,Depression/Anxiety/Burnout,Yes,Decrease,2,Satisfied,3,Daily,Good,Europe
1785,EMP1786,28,Female,HR,Finance,25,Onsite,32,15,4,Medium,Depression/Anxiety/Burnout,No,No Change,3,Satisfied,2,Weekly,Average,South America
1786,EMP1787,38,Male,Sales,Healthcare,18,Onsite,47,4,4,Medium,Depression/Anxiety/Burnout,No,Increase,3,Satisfied,2,No Physical Activity,Poor,Oceania
1787,EMP1788,41,Non-binary,Software Engineer,Healthcare,11,Remote,42,8,1,Medium,No mental health conditions,No,Decrease,5,Neutral,5,Weekly,Average,Asia
1788,EMP1789,25,Non-binary,Data Scientist,Consulting,15,Hybrid,27,14,1,Low,No mental health conditions,No,No Change,5,Neutral,5,Daily,Poor,Europe
1789,EMP1790,37,Female,Sales,Retail,15,Onsite,25,7,1,Low,Depression/Anxiety/Burnout,Yes,No Change,5,Unsatisfied,5,No Physical Activity,Good,Europe
1790,EMP1791,39,Female,Sales,Education,17,Hybrid,41,9,2,Medium,Depression/Anxiety/Burnout,Yes,Decrease,2,Neutral,1,Daily,Poor,Europe
1791,EMP1792,39,Prefer not to say,Data Scientist,Manufacturing,4,Hybrid,33,12,3,Medium,Depression/Anxiety/Burnout,No,Decrease,1,Unsatisfied,1,No Physical Activity,Good,Europe
1792,EMP1793,25,Female,Data Scientist,IT,8,Remote,35,11,4,High,Depression/Anxiety/Burnout,Yes,Decrease,4,Neutral,5,No Physical Activity,Poor,Europe
1793,EMP1794,56,Prefer not to say,HR,Finance,8,Remote,34,3,3,Low,Depression/Anxiety/Burnout,No,Increase,1,Unsatisfied,1,Daily,Average,Asia
1794,EMP1795,50,Non-binary,Sales,Healthcare,16,Remote,49,12,2,High,No mental health conditions,No,No Change,5,Unsatisfied,5,Weekly,Average,Asia
1795,EMP1796,34,Female,Project Manager,Manufacturing,12,Onsite,36,2,1,High,Depression/Anxiety/Burnout,Yes,No Change,1,Unsatisfied,3,Daily,Average,Africa
1796,EMP1797,34,Non-binary,Project Manager,Retail,3,Remote,53,14,1,Low,No mental health conditions,Yes,No Change,3,Satisfied,5,No Physical Activity,Poor,Asia
1797,EMP1798,41,Prefer not to say,HR,Education,8,Hybrid,36,13,4,High,Depression/Anxiety/Burnout,No,Increase,1,Neutral,1,Weekly,Good,Asia
1798,EMP1799,49,Non-binary,Marketing,Consulting,33,Hybrid,20,4,1,Medium,No mental health conditions,No,Increase,5,Satisfied,3,Daily,Good,Asia
1799,EMP1800,58,Male,Marketing,Education,5,Hybrid,31,10,2,Low,Depression/Anxiety/Burnout,No,Increase,4,Neutral,3,No Physical Activity,Average,Africa
1800,EMP1801,51,Non-binary,HR,Consulting,20,Remote,34,12,3,Low,No mental health conditions,Yes,No Change,3,Unsatisfied,4,Daily,Poor,Asia
1801,EMP1802,43,Prefer not to say,Marketing,Manufacturing,4,Remote,20,4,2,Medium,No mental health conditions,No,Increase,5,Unsatisfied,5,Daily,Poor,North America
1802,EMP1803,43,Male,Project Manager,Finance,28,Onsite,28,12,3,Medium,Depression/Anxiety/Burnout,No,Decrease,1,Satisfied,1,Weekly,Good,Asia
1803,EMP1804,55,Female,Sales,Education,16,Onsite,54,15,3,Low,Depression/Anxiety/Burnout,No,Decrease,2,Satisfied,1,Daily,Average,Europe
1804,EMP1805,35,Female,Project Manager,Manufacturing,14,Hybrid,25,1,1,Low,No mental health conditions,No,No Change,1,Unsatisfied,1,Weekly,Good,Africa
1805,EMP1806,52,Non-binary,Sales,Consulting,1,Onsite,23,5,3,High,Depression/Anxiety/Burnout,Yes,No Change,2,Satisfied,1,Weekly,Good,Africa
1806,EMP1807,58,Male,Software Engineer,IT,21,Remote,48,11,5,High,Depression/Anxiety/Burnout,No,Increase,1,Neutral,5,Weekly,Average,Europe
1807,EMP1808,22,Prefer not to say,Designer,Healthcare,1,Remote,26,7,4,High,Depression/Anxiety/Burnout,No,No Change,4,Unsatisfied,4,Weekly,Poor,Europe
1808,EMP1809,48,Male,Software Engineer,Consulting,33,Hybrid,54,8,2,Low,Depression/Anxiety/Burnout,No,No Change,3,Satisfied,2,No Physical Activity,Good,South America
1809,EMP1810,47,Prefer not to say,Designer,Healthcare,26,Hybrid,55,15,2,Medium,Depression/Anxiety/Burnout,No,Increase,3,Neutral,1,No Physical Activity,Average,Europe
1810,EMP1811,47,Prefer not to say,Sales,Healthcare,23,Hybrid,54,6,4,Medium,No mental health conditions,Yes,No Change,5,Neutral,3,Daily,Average,South America
1811,EMP1812,25,Prefer not to say,Data Scientist,Consulting,31,Hybrid,55,13,2,Low,Depression/Anxiety/Burnout,Yes,Increase,4,Satisfied,3,No Physical Activity,Good,Asia
1812,EMP1813,41,Male,Sales,Consulting,11,Onsite,38,14,1,High,No mental health conditions,Yes,Increase,4,Neutral,2,Daily,Average,Europe
1813,EMP1814,59,Male,Marketing,Finance,21,Onsite,50,11,2,High,Depression/Anxiety/Burnout,No,Increase,2,Unsatisfied,1,Daily,Poor,Africa
1814,EMP1815,53,Male,Project Manager,IT,33,Hybrid,41,7,2,Low,Depression/Anxiety/Burnout,No,Increase,4,Satisfied,5,Daily,Average,Europe
1815,EMP1816,49,Female,Project Manager,Education,30,Hybrid,41,0,2,Medium,Depression/Anxiety/Burnout,Yes,Increase,4,Neutral,5,No Physical Activity,Average,Oceania
